Date,XOM,CVX,BP,SHEL,TTE,COP,EOG,SLB,OXY,VLO
2024-01-02 14:30:00+00:00,101.83499908447266,150.9499969482422,35.65999984741211,66.04499816894531,67.9800033569336,117.70999908447266,122.63999938964844,52.55500030517578,60.47999954223633,130.61000061035156
2024-01-02 15:30:00+00:00,101.98500061035156,150.47999572753906,35.595001220703125,65.94999694824219,67.91000366210938,117.91000366210938,122.43000030517578,52.244998931884766,60.63999938964844,130.4499969482422
2024-01-02 16:30:00+00:00,102.68499755859375,151.00999450683594,35.72990036010742,66.2249984741211,67.88999938964844,118.23500061035156,122.54000091552734,52.665000915527344,60.739898681640625,131.02000427246094
2024-01-02 17:30:00+00:00,102.75,150.86000061035156,35.77880096435547,66.31999969482422,68.0199966430664,118.62000274658203,122.62000274658203,52.345001220703125,60.61000061035156,131.1999969482422
2024-01-02 18:30:00+00:00,102.5999984741211,150.14999389648438,35.61000061035156,66.06999969482422,67.80000305175781,118.30000305175781,122.25,52.10499954223633,60.36000061035156,130.57000732421875
2024-01-02 19:30:00+00:00,102.21170043945312,149.63999938964844,35.5099983215332,65.93000030517578,67.61000061035156,117.66999816894531,121.62999725341797,51.8849983215332,60.08000183105469,130.3249969482422
2024-01-02 20:30:00+00:00,102.4000015258789,149.55999755859375,35.5,65.91000366210938,67.52999877929688,117.61000061035156,121.63999938964844,51.97999954223633,60.04999923706055,130.6649932861328
2024-01-03 14:30:00+00:00,102.9000015258789,150.1999969482422,35.78499984741211,66.4800033569336,67.16000366210938,118.56999969482422,122.61499786376953,52.35499954223633,60.02000045776367,133.25
2024-01-03 15:30:00+00:00,102.68499755859375,150.58999633789062,35.810001373291016,66.61000061035156,67.36000061035156,119.0636978149414,123.18000030517578,52.41999816894531,60.2599983215332,132.2100067138672
2024-01-03 16:30:00+00:00,102.77999877929688,150.9499969482422,35.845001220703125,66.5999984741211,67.53949737548828,119.01000213623047,123.38999938964844,52.68000030517578,60.2599983215332,132.25
2024-01-03 17:30:00+00:00,103.06610107421875,152.24139404296875,36.04499816894531,66.91000366210938,67.75,119.55999755859375,124.30000305175781,52.790000915527344,60.60499954223633,133.56500244140625
2024-01-03 18:30:00+00:00,103.37539672851562,152.86000061035156,36.14500045776367,67.05000305175781,67.91999816894531,119.76000213623047,124.51499938964844,52.92499923706055,60.654998779296875,134.92999267578125
2024-01-03 19:30:00+00:00,103.48500061035156,152.70799255371094,36.1150016784668,66.98999786376953,67.8499984741211,120.0,125.18000030517578,52.724998474121094,60.72999954223633,134.1699981689453
2024-01-03 20:30:00+00:00,103.25,152.36000061035156,36.0,66.94000244140625,67.5999984741211,119.94000244140625,125.0199966430664,52.630001068115234,60.619998931884766,133.75999450683594
2024-01-04 14:30:00+00:00,103.41999816894531,152.3800048828125,36.275001525878906,67.09500122070312,68.48999786376953,118.94000244140625,123.4800033569336,53.02000045776367,60.1150016784668,134.42999267578125
2024-01-04 15:30:00+00:00,102.9000015258789,151.74000549316406,36.119998931884766,66.95999908447266,68.47000122070312,118.19000244140625,122.54000091552734,52.45000076293945,59.86000061035156,132.42999267578125
2024-01-04 16:30:00+00:00,102.84500122070312,151.47000122070312,35.95000076293945,66.7300033569336,68.19000244140625,117.44999694824219,121.51000213623047,52.22999954223633,59.6150016784668,131.13999938964844
2024-01-04 17:30:00+00:00,102.88130187988281,151.47500610351562,35.95500183105469,66.68000030517578,68.31999969482422,117.47000122070312,121.56999969482422,52.099998474121094,59.650001525878906,130.8260040283203
2024-01-04 18:30:00+00:00,102.45999908447266,151.10000610351562,35.845001220703125,66.54000091552734,68.16000366210938,117.16999816894531,121.2864990234375,51.970001220703125,59.510101318359375,131.1699981689453
2024-01-04 19:30:00+00:00,102.24500274658203,150.72999572753906,35.755001068115234,66.38999938964844,68.03500366210938,116.48999786376953,121.05000305175781,51.76499938964844,59.15999984741211,130.49000549316406
2024-01-04 20:30:00+00:00,102.33999633789062,150.6999969482422,35.779998779296875,66.36000061035156,68.0199966430664,116.47000122070312,121.04000091552734,51.689998626708984,59.13999938964844,130.30999755859375
2024-01-05 14:30:00+00:00,103.01000213623047,150.94000244140625,36.15999984741211,66.52999877929688,68.62999725341797,116.33999633789062,120.67500305175781,52.30500030517578,59.31999969482422,129.5850067138672
2024-01-05 15:30:00+00:00,103.05500030517578,151.1300048828125,36.154998779296875,66.33000183105469,68.58000183105469,116.66000366210938,121.05000305175781,52.334999084472656,59.2599983215332,129.38999938964844
2024-01-05 16:30:00+00:00,102.38500213623047,150.32000732421875,35.959999084472656,65.90499877929688,68.22000122070312,116.25,120.16000366210938,52.15999984741211,58.875,128.72999572753906
2024-01-05 17:30:00+00:00,102.46499633789062,150.30999755859375,35.904998779296875,65.69000244140625,68.16000366210938,116.25499725341797,119.8499984741211,51.97999954223633,58.80009841918945,128.72000122070312
2024-01-05 18:30:00+00:00,102.54000091552734,150.63499450683594,36.025001525878906,65.79499816894531,68.30000305175781,116.67500305175781,120.23500061035156,52.005001068115234,58.91999816894531,128.7100067138672
2024-01-05 19:30:00+00:00,102.3550033569336,150.19000244140625,35.93000030517578,65.6500015258789,68.12999725341797,116.21499633789062,120.02999877929688,51.845001220703125,58.77000045776367,128.36500549316406
2024-01-05 20:30:00+00:00,102.5999984741211,150.39999389648438,36.029998779296875,65.72000122070312,68.2300033569336,116.52999877929688,120.38999938964844,51.86000061035156,58.939998626708984,129.0
2024-01-08 14:30:00+00:00,99.05999755859375,146.99000549316406,35.18000030517578,64.43000030517578,66.69000244140625,112.79000091552734,116.36000061035156,49.59000015258789,57.36819839477539,126.44999694824219
2024-01-08 15:30:00+00:00,99.94999694824219,148.0800018310547,35.290000915527344,64.4800033569336,66.55000305175781,113.70999908447266,117.33000183105469,49.89500045776367,57.81999969482422,128.1300048828125
2024-01-08 16:30:00+00:00,99.92009735107422,147.93499755859375,35.304100036621094,64.44999694824219,66.5885009765625,113.33000183105469,116.94000244140625,49.79059982299805,57.83219909667969,127.66000366210938
2024-01-08 17:30:00+00:00,99.94000244140625,148.14999389648438,35.279998779296875,64.4000015258789,66.46769714355469,113.31999969482422,116.70999908447266,49.83000183105469,57.81999969482422,127.4000015258789
2024-01-08 18:30:00+00:00,100.25,148.9199981689453,35.38999938964844,64.55000305175781,66.61499786376953,113.88999938964844,117.11000061035156,49.9900016784668,58.029998779296875,128.3699951171875
2024-01-08 19:30:00+00:00,100.65809631347656,149.22000122070312,35.369998931884766,64.43000030517578,66.5999984741211,114.36000061035156,117.08999633789062,50.025001525878906,58.09600067138672,129.2100067138672
2024-01-08 20:30:00+00:00,100.91000366210938,149.47999572753906,35.43000030517578,64.62000274658203,66.6500015258789,114.47010040283203,117.76000213623047,50.310001373291016,58.25,129.27000427246094
2024-01-09 14:30:00+00:00,99.63990020751953,146.97000122070312,35.095001220703125,64.13500213623047,65.79000091552734,112.58000183105469,115.31990051269531,48.88999938964844,57.459999084472656,127.125
2024-01-09 15:30:00+00:00,99.51080322265625,146.5,35.01499938964844,63.97999954223633,65.69999694824219,112.9800033569336,115.41999816894531,48.814998626708984,57.494998931884766,127.47000122070312
2024-01-09 16:30:00+00:00,99.78500366210938,146.8800048828125,34.96500015258789,63.939998626708984,65.68499755859375,113.4198989868164,116.48999786376953,48.92499923706055,57.59000015258789,128.07000732421875
2024-01-09 17:30:00+00:00,99.6500015258789,146.36000061035156,35.0,63.904998779296875,65.68499755859375,113.39900207519531,116.51000213623047,48.939998626708984,57.52450180053711,127.44000244140625
2024-01-09 18:30:00+00:00,99.57499694824219,145.94000244140625,34.96500015258789,63.8650016784668,65.4800033569336,112.94000244140625,116.26499938964844,48.68899917602539,57.404998779296875,127.25399780273438
2024-01-09 19:30:00+00:00,99.67500305175781,145.7050018310547,34.974998474121094,63.93000030517578,65.56500244140625,112.91999816894531,115.9800033569336,48.599998474121094,57.43000030517578,127.62000274658203
2024-01-09 20:30:00+00:00,99.61000061035156,145.6699981689453,34.88999938964844,63.900001525878906,65.4800033569336,112.75,116.05999755859375,48.540000915527344,57.45000076293945,127.13999938964844
