Date,VZ,T,TMUS,CHTR,CMCSA,KT,SKM
2024-01-02 14:30:00+00:00,38.82500076293945,17.197500228881836,162.74000549316406,388.30999755859375,43.775001525878906,13.130000114440918,21.190000534057617
2024-01-02 15:30:00+00:00,38.564998626708984,17.135000228881836,162.02000427246094,386.3550109863281,43.625,13.125,21.135000228881836
2024-01-02 16:30:00+00:00,38.814998626708984,17.240100860595703,162.17999267578125,392.5150146484375,43.94499969482422,13.164999961853027,21.110000610351562
2024-01-02 17:30:00+00:00,38.880001068115234,17.325000762939453,162.13999938964844,392.4949951171875,44.0,13.175000190734863,21.110000610351562
2024-01-02 18:30:00+00:00,38.857601165771484,17.25320053100586,162.17999267578125,393.2200012207031,43.947601318359375,13.164999961853027,21.100000381469727
2024-01-02 19:30:00+00:00,38.73659896850586,17.197099685668945,161.75999450683594,389.4549865722656,43.564998626708984,13.180000305175781,21.125
2024-01-02 20:30:00+00:00,38.880001068115234,17.264999389648438,161.91000366210938,391.6000061035156,43.69499969482422,13.15999984741211,21.1200008392334
2024-01-03 14:30:00+00:00,39.557498931884766,17.30459976196289,163.83999633789062,387.5199890136719,43.47999954223633,12.914999961853027,20.989999771118164
2024-01-03 15:30:00+00:00,39.334999084472656,17.28499984741211,163.49000549316406,387.6300048828125,43.625,12.914999961853027,20.93000030517578
2024-01-03 16:30:00+00:00,39.435001373291016,17.28619956970215,162.9199981689453,387.4949951171875,43.59000015258789,12.899999618530273,20.905000686645508
2024-01-03 17:30:00+00:00,39.474998474121094,17.319900512695312,162.4709930419922,390.364990234375,43.73500061035156,12.930000305175781,20.950000762939453
2024-01-03 18:30:00+00:00,39.435001373291016,17.334999084472656,162.6199951171875,391.7200012207031,43.83110046386719,12.954999923706055,20.950000762939453
2024-01-03 19:30:00+00:00,39.228599548339844,17.26460075378418,162.0800018310547,389.4200134277344,43.494998931884766,12.944999694824219,20.889999389648438
2024-01-03 20:30:00+00:00,39.13999938964844,17.235000610351562,162.08999633789062,386.6199951171875,43.29999923706055,12.9399995803833,20.899999618530273
