Date,JNJ,PFE,MRK,ABBV,GSK,BMY,NVS,AZN
2024-01-02 14:30:00+00:00,160.6699981689453,29.93899917602539,112.30000305175781,158.97000122070312,37.17499923706055,53.290000915527344,101.75,68.36000061035156
2024-01-02 15:30:00+00:00,159.6999969482422,29.875,111.88999938964844,158.6999969482422,37.334999084472656,52.904998779296875,101.51000213623047,68.23999786376953
2024-01-02 16:30:00+00:00,159.83999633789062,30.024999618530273,112.83000183105469,159.11500549316406,37.474998474121094,52.99729919433594,101.55999755859375,68.3949966430664
2024-01-02 17:30:00+00:00,159.36000061035156,30.024999618530273,112.83999633789062,159.64999389648438,37.560001373291016,53.08000183105469,101.37000274658203,68.30000305175781
2024-01-02 18:30:00+00:00,159.58999633789062,29.93000030517578,112.99500274658203,159.7449951171875,37.48500061035156,52.84000015258789,101.04000091552734,68.08999633789062
2024-01-02 19:30:00+00:00,159.58999633789062,29.791000366210938,112.95500183105469,159.4102020263672,37.47529983520508,52.79999923706055,100.9000015258789,68.11499786376953
2024-01-02 20:30:00+00:00,159.97999572753906,29.770000457763672,113.25,159.86000061035156,37.529998779296875,52.779998779296875,101.0,68.38999938964844
2024-01-03 14:30:00+00:00,160.860107421875,29.85260009765625,115.23999786376953,161.52999877929688,38.30500030517578,52.349998474121094,103.66000366210938,68.02999877929688
2024-01-03 15:30:00+00:00,160.92999267578125,29.764999389648438,115.31999969482422,160.66000366210938,38.435001373291016,52.119998931884766,103.97000122070312,67.98500061035156
2024-01-03 16:30:00+00:00,160.97999572753906,29.769899368286133,115.26499938964844,160.27999877929688,38.61000061035156,52.459999084472656,104.38500213623047,68.34500122070312
2024-01-03 17:30:00+00:00,161.1699981689453,29.829999923706055,115.7300033569336,160.55999755859375,38.64500045776367,52.70899963378906,104.64099884033203,68.44499969482422
2024-01-03 18:30:00+00:00,161.22000122070312,29.961000442504883,115.81169891357422,160.8800048828125,38.869998931884766,52.810001373291016,104.90499877929688,68.5999984741211
2024-01-03 19:30:00+00:00,161.08999633789062,29.71500015258789,114.88999938964844,160.08999633789062,38.83000183105469,52.48500061035156,104.9749984741211,68.46499633789062
2024-01-03 20:30:00+00:00,160.9499969482422,29.719999313354492,114.77999877929688,160.4600067138672,38.91999816894531,52.290000915527344,104.82849884033203,68.31999969482422
2024-01-04 14:30:00+00:00,161.14999389648438,29.270000457763672,117.19999694824219,161.1300048828125,38.95500183105469,51.8849983215332,105.5199966430664,69.20500183105469
2024-01-04 15:30:00+00:00,161.25,29.204999923706055,117.57499694824219,161.94000244140625,39.079898834228516,51.84000015258789,105.62999725341797,69.30999755859375
2024-01-04 16:30:00+00:00,161.44000244140625,29.09000015258789,117.18499755859375,161.4499969482422,39.154998779296875,51.90999984741211,105.5199966430664,68.94499969482422
2024-01-04 17:30:00+00:00,161.1999969482422,29.15839958190918,117.43000030517578,161.9499969482422,39.029998779296875,51.96500015258789,105.55000305175781,68.78500366210938
2024-01-04 18:30:00+00:00,161.00999450683594,29.065000534057617,117.16500091552734,162.16000366210938,38.994998931884766,51.94499969482422,105.38999938964844,68.69999694824219
2024-01-04 19:30:00+00:00,160.75999450683594,29.197099685668945,117.33000183105469,161.8800048828125,39.084999084472656,51.96500015258789,105.47000122070312,68.80500030517578
2024-01-04 20:30:00+00:00,160.63499450683594,29.100000381469727,117.02999877929688,161.5,39.06999969482422,52.040000915527344,105.58000183105469,68.77999877929688
2024-01-05 14:30:00+00:00,160.66000366210938,29.217500686645508,116.95999908447266,162.42999267578125,39.119998931884766,52.310001373291016,106.66000366210938,68.7249984741211
2024-01-05 15:30:00+00:00,160.875,29.37310028076172,117.30500030517578,162.4821014404297,39.21500015258789,52.375,106.6500015258789,68.76000213623047
2024-01-05 16:30:00+00:00,160.3800048828125,29.260000228881836,116.83080291748047,161.47999572753906,39.255001068115234,52.192501068115234,106.53500366210938,68.61000061035156
