Date,BHP,RIO,VALE,FCX,NEM,AEM,SCCO,LAC,MP
2024-01-02 14:30:00+00:00,68.2699966430664,74.56999969482422,15.960000038146973,42.34000015258789,41.43000030517578,54.529998779296875,83.05596160888672,6.460000038146973,19.8799991607666
2024-01-02 15:30:00+00:00,68.16999816894531,74.57499694824219,15.895000457763672,42.23500061035156,41.03499984741211,54.290000915527344,83.03645324707031,6.460000038146973,19.75
2024-01-02 16:30:00+00:00,68.12999725341797,74.52999877929688,15.854999542236328,42.27989959716797,41.20000076293945,54.41999816894531,82.81807708740234,6.487599849700928,19.80500030517578
2024-01-02 17:30:00+00:00,68.08499908447266,74.48999786376953,15.729999542236328,42.23500061035156,41.310001373291016,54.439998626708984,82.55360412597656,6.460000038146973,19.700000762939453
2024-01-02 18:30:00+00:00,67.88999938964844,74.36000061035156,15.65999984741211,42.040000915527344,41.025001525878906,54.19499969482422,82.46867370605469,6.419899940490723,19.774999618530273
2024-01-02 19:30:00+00:00,67.78500366210938,74.1050033569336,15.630000114440918,41.79999923706055,40.875,54.209999084472656,81.69222259521484,6.342199802398682,19.719999313354492
2024-01-02 20:30:00+00:00,67.91999816894531,74.26000213623047,15.710000038146973,42.11000061035156,40.90999984741211,54.040000915527344,82.18721008300781,6.329999923706055,19.65999984741211
2024-01-03 14:30:00+00:00,66.66000366210938,73.19000244140625,15.5600004196167,40.68000030517578,39.79999923706055,52.619998931884766,79.4987564086914,6.099899768829346,18.610000610351562
2024-01-03 15:30:00+00:00,66.97000122070312,73.33999633789062,15.569999694824219,41.23500061035156,39.867698669433594,52.529998779296875,80.43534088134766,6.15749979019165,18.780000686645508
2024-01-03 16:30:00+00:00,67.02999877929688,73.47000122070312,15.59000015258789,41.025001525878906,39.84000015258789,52.70000076293945,80.65372467041016,6.119999885559082,18.954999923706055
2024-01-03 17:30:00+00:00,67.27999877929688,73.7249984741211,15.649999618530273,41.349998474121094,40.0,52.65999984741211,81.23605346679688,6.190000057220459,19.155000686645508
2024-01-03 18:30:00+00:00,67.43000030517578,73.78500366210938,15.635000228881836,41.62990188598633,40.15999984741211,52.900001525878906,81.69222259521484,6.173500061035156,19.18000030517578
2024-01-03 19:30:00+00:00,67.20999908447266,73.625,15.614999771118164,41.345001220703125,39.970001220703125,52.720001220703125,81.52722930908203,6.129899978637695,18.729999542236328
2024-01-03 20:30:00+00:00,67.16999816894531,73.55000305175781,15.625,41.369998931884766,40.005001068115234,52.54999923706055,81.38164520263672,6.159999847412109,18.760000228881836
2024-01-04 14:30:00+00:00,66.51000213623047,73.18000030517578,15.46500015258789,41.21500015258789,39.980098724365234,52.695499420166016,81.46414184570312,6.125,18.860000610351562
2024-01-04 15:30:00+00:00,66.76000213623047,73.36000061035156,15.505000114440918,41.17499923706055,40.08000183105469,52.79999923706055,81.32341003417969,6.175000190734863,18.875
2024-01-04 16:30:00+00:00,66.6500015258789,73.19000244140625,15.444999694824219,41.18000030517578,39.86009979248047,52.505001068115234,81.3136978149414,6.114999771118164,18.81999969482422
2024-01-04 17:30:00+00:00,66.55999755859375,73.16000366210938,15.404999732971191,41.19499969482422,39.83000183105469,52.470001220703125,81.14871215820312,6.114999771118164,18.920000076293945
2024-01-04 18:30:00+00:00,66.58000183105469,73.12999725341797,15.390000343322754,41.290000915527344,39.89500045776367,52.61000061035156,81.1292953491211,6.105000019073486,18.725000381469727
2024-01-04 19:30:00+00:00,66.6449966430664,73.16000366210938,15.395000457763672,41.46500015258789,39.97999954223633,52.6150016784668,81.60002136230469,6.105000019073486,18.860000610351562
2024-01-04 20:30:00+00:00,66.5999984741211,73.04000091552734,15.430000305175781,41.560001373291016,40.130001068115234,52.599998474121094,81.34281921386719,6.099999904632568,18.719999313354492
2024-01-05 14:30:00+00:00,66.32099914550781,73.12999725341797,15.364999771118164,41.650001525878906,40.63999938964844,53.29999923706055,82.06104278564453,6.090000152587891,18.584999084472656
2024-01-05 15:30:00+00:00,66.23539733886719,72.98999786376953,15.289999961853027,41.5,40.36000061035156,52.77000045776367,81.56605529785156,6.030099868774414,18.40999984741211
2024-01-05 16:30:00+00:00,66.05000305175781,72.6500015258789,15.21500015258789,41.35499954223633,40.20500183105469,52.43000030517578,81.22635650634766,5.985000133514404,18.170000076293945
2024-01-05 17:30:00+00:00,66.16000366210938,72.79000091552734,15.260000228881836,41.369998931884766,40.29880142211914,52.599998474121094,81.34281921386719,6.005000114440918,18.125
2024-01-05 18:30:00+00:00,66.20999908447266,72.90010070800781,15.319999694824219,41.404998779296875,40.40999984741211,52.77000045776367,81.1923828125,6.03000020980835,18.325000762939453
2024-01-05 19:30:00+00:00,65.88999938964844,72.67500305175781,15.255000114440918,41.31999969482422,40.255001068115234,52.689998626708984,80.78959655761719,6.054999828338623,18.329999923706055
2024-01-05 20:30:00+00:00,66.0199966430664,72.63999938964844,15.300000190734863,41.40999984741211,40.34000015258789,52.630001068115234,81.0904769897461,6.066999912261963,18.350000381469727
2024-01-08 14:30:00+00:00,65.55999755859375,72.51000213623047,15.137499809265137,41.779998779296875,40.11000061035156,52.400001525878906,81.48278045654297,5.965000152587891,18.204999923706055
2024-01-08 15:30:00+00:00,65.72370147705078,72.75,15.140000343322754,41.970001220703125,40.45500183105469,52.709999084472656,81.90574645996094,6.019999980926514,18.26020050048828
2024-01-08 16:30:00+00:00,65.78500366210938,72.69920349121094,15.125,41.85499954223633,40.26499938964844,52.5099983215332,81.79898834228516,6.014999866485596,18.420000076293945
2024-01-08 17:30:00+00:00,66.01000213623047,72.7750015258789,15.140000343322754,41.939998626708984,40.26499938964844,52.529998779296875,82.07073974609375,6.124199867248535,18.559999465942383
2024-01-08 18:30:00+00:00,66.08499908447266,72.8499984741211,15.270000457763672,42.10499954223633,40.21500015258789,52.400001525878906,82.4007339477539,6.091800212860107,18.604999542236328
2024-01-08 19:30:00+00:00,65.92500305175781,72.76000213623047,15.244999885559082,42.122501373291016,40.31999969482422,52.439998626708984,82.60445404052734,6.114999771118164,18.53499984741211
2024-01-08 20:30:00+00:00,66.01499938964844,72.83000183105469,15.279999732971191,42.20000076293945,40.209999084472656,52.459999084472656,82.98307037353516,6.110000133514404,18.59000015258789
2024-01-09 14:30:00+00:00,64.73999786376953,71.06999969482422,15.005000114440918,41.779998779296875,39.060001373291016,51.810001373291016,81.94456481933594,6.019999980926514,18.334999084472656
2024-01-09 15:30:00+00:00,64.72000122070312,71.06999969482422,14.979999542236328,41.630001068115234,38.849998474121094,51.709999084472656,81.95427703857422,6.025000095367432,18.280000686645508
2024-01-09 16:30:00+00:00,64.7300033569336,71.12210083007812,14.954999923706055,41.724998474121094,38.900001525878906,51.79999923706055,81.87663269042969,6.010000228881836,18.2549991607666
2024-01-09 17:30:00+00:00,64.63500213623047,71.02999877929688,14.96500015258789,41.650001525878906,38.73500061035156,51.709999084472656,81.60487365722656,5.999899864196777,18.155000686645508
2024-01-09 18:30:00+00:00,64.56999969482422,70.875,14.944999694824219,41.560001373291016,38.599998474121094,51.709999084472656,81.43988037109375,5.960000038146973,18.010000228881836
2024-01-09 19:30:00+00:00,64.62000274658203,70.87000274658203,14.925000190734863,41.775001525878906,38.71630096435547,51.639801025390625,81.98339080810547,5.987599849700928,18.010099411010742
2024-01-09 20:30:00+00:00,64.58999633789062,70.87999725341797,14.9399995803833,41.689998626708984,38.68000030517578,51.56999969482422,81.79898834228516,5.989999771118164,18.040000915527344
2024-01-10 14:30:00+00:00,64.0199966430664,70.3949966430664,14.755000114440918,41.334999084472656,38.209999084472656,51.369998931884766,81.4059066772461,5.875,17.405000686645508
2024-01-10 15:30:00+00:00,63.95500183105469,70.30000305175781,14.755000114440918,41.189998626708984,38.224998474121094,51.29999923706055,81.0710678100586,5.829800128936768,17.21500015258789
2024-01-10 16:30:00+00:00,64.0250015258789,70.3949966430664,14.744999885559082,41.369998931884766,38.21500015258789,51.45000076293945,81.27003479003906,5.914999961853027,17.289899826049805
2024-01-10 17:30:00+00:00,63.90999984741211,70.37000274658203,14.744999885559082,41.29499816894531,38.244998931884766,51.54499816894531,81.04194641113281,5.914999961853027,17.2450008392334
2024-01-10 18:30:00+00:00,63.86000061035156,70.33999633789062,14.765000343322754,41.33470153808594,38.185001373291016,51.77000045776367,81.20597076416016,5.927700042724609,17.405000686645508
2024-01-10 19:30:00+00:00,63.69499969482422,70.19999694824219,14.75,41.244998931884766,38.1150016784668,51.94499969482422,80.99341583251953,5.849999904632568,17.209999084472656
