Date,6Z=F,6M=F,KRW=F
2024-01-02 05:00:00+00:00,0.05427499860525131,0.05829000100493431,
2024-01-02 06:00:00+00:00,0.05429999902844429,0.058309998363256454,0.000770999991800636
2024-01-02 07:00:00+00:00,0.05402500182390213,0.058309998363256454,0.0007675000233575702
2024-01-02 08:00:00+00:00,0.05415000021457672,0.058389998972415924,0.0007651000050827861
2024-01-02 09:00:00+00:00,0.05427499860525131,0.05835999920964241,
2024-01-02 10:00:00+00:00,0.05415000021457672,0.05837000161409378,0.000764199998229742
2024-01-02 11:00:00+00:00,0.05380000174045563,0.05810000002384186,0.0007633999921381474
2024-01-02 12:00:00+00:00,0.05355000123381615,0.05795999988913536,
2024-01-02 13:00:00+00:00,0.053575001657009125,0.05793999880552292,0.0007619999814778566
2024-01-02 14:00:00+00:00,0.05364999920129776,0.058090001344680786,
2024-01-02 15:00:00+00:00,0.05347499996423721,0.05790000036358833,0.000762399984523654
2024-01-02 16:00:00+00:00,0.05355000123381615,0.0580499991774559,
2024-01-02 17:00:00+00:00,0.053575001657009125,0.057989999651908875,0.0007637999951839447
2024-01-02 18:00:00+00:00,0.053575001657009125,0.05795000120997429,0.000762699986808002
2024-01-02 19:00:00+00:00,0.05352500081062317,0.0579800009727478,0.0007643999997526407
2024-01-02 20:00:00+00:00,0.05352500081062317,0.058010000735521317,0.0007619999814778566
2024-01-02 21:00:00+00:00,0.05355000123381615,0.05803000181913376,
2024-01-02 23:00:00+00:00,0.05350000038743019,0.05801999941468239,
2024-01-03 00:00:00+00:00,0.05347499996423721,0.058010000735521317,0.0007651000050827861
2024-01-03 01:00:00+00:00,0.053449999541044235,0.05801999941468239,0.0007628999883309007
2024-01-03 02:00:00+00:00,,0.05803000181913376,0.0007631999906152487
2024-01-03 03:00:00+00:00,0.053449999541044235,0.05803000181913376,0.0007649000035598874
2024-01-03 04:00:00+00:00,0.05352500081062317,0.0580499991774559,0.0007651000050827861
2024-01-03 05:00:00+00:00,0.05352500081062317,0.05804000049829483,0.0007662000134587288
2024-01-03 06:00:00+00:00,0.053599998354911804,0.05803000181913376,0.0007663000142201781
2024-01-03 07:00:00+00:00,0.05352500081062317,0.05803000181913376,0.0007655000081285834
2024-01-03 08:00:00+00:00,0.05335000157356262,0.05801999941468239,0.0007648000027984381
2024-01-03 09:00:00+00:00,0.0531499981880188,0.05796999856829643,0.0007642999989911914
2024-01-03 10:00:00+00:00,0.053050000220537186,0.05796999856829643,
2024-01-03 11:00:00+00:00,0.05287500098347664,0.05784999951720238,
2024-01-03 12:00:00+00:00,0.05285000056028366,0.05785999819636345,0.0007631999906152487
2024-01-03 13:00:00+00:00,0.05285000056028366,0.05789000168442726,
2024-01-03 14:00:00+00:00,0.05287500098347664,0.05789000168442726,0.00076299998909235
2024-01-03 15:00:00+00:00,0.05282500013709068,0.05796999856829643,0.00076299998909235
2024-01-03 16:00:00+00:00,0.05302499979734421,0.057920001447200775,0.0007624999852851033
2024-01-03 17:00:00+00:00,0.053050000220537186,0.05795999988913536,
2024-01-03 18:00:00+00:00,0.05297499895095825,0.05795000120997429,0.0007630999898537993
2024-01-03 19:00:00+00:00,0.053075000643730164,0.05796999856829643,0.0007625999860465527
2024-01-03 20:00:00+00:00,0.053075000643730164,0.057989999651908875,0.0007645000005140901
2024-01-03 21:00:00+00:00,0.053050000220537186,0.05804000049829483,0.0007642999989911914
2024-01-03 23:00:00+00:00,0.053075000643730164,0.058079998940229416,
2024-01-04 00:00:00+00:00,0.053075000643730164,0.05804000049829483,0.0007637999951839447
2024-01-04 01:00:00+00:00,0.053075000643730164,0.05804000049829483,0.000763899995945394
2024-01-04 02:00:00+00:00,0.053075000643730164,0.05803000181913376,0.0007639999967068434
2024-01-04 03:00:00+00:00,0.05312500149011612,0.05806000158190727,0.0007637999951839447
2024-01-04 04:00:00+00:00,0.0531499981880188,0.0580499991774559,0.000763299991376698
2024-01-04 05:00:00+00:00,0.0531499981880188,0.05806000158190727,0.000763599993661046
2024-01-04 06:00:00+00:00,0.053199999034404755,0.05806000158190727,0.0007646000012755394
2024-01-04 07:00:00+00:00,0.053300000727176666,0.05810999870300293,
2024-01-04 08:00:00+00:00,0.05335000157356262,0.05816999822854996,
2024-01-04 09:00:00+00:00,0.0533749982714653,0.0581899993121624,0.0007659000111743808
2024-01-04 10:00:00+00:00,0.053325001150369644,0.058150000870227814,
2024-01-04 11:00:00+00:00,0.053199999034404755,0.05806000158190727,
2024-01-04 12:00:00+00:00,0.053300000727176666,0.058150000870227814,
2024-01-04 13:00:00+00:00,0.05310000106692314,0.057999998331069946,0.000762699986808002
2024-01-04 14:00:00+00:00,0.05297499895095825,0.05789000168442726,0.0007609999738633633
2024-01-04 15:00:00+00:00,0.05310000106692314,0.057999998331069946,0.0007613999769091606
