Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,ADBE,INTC,CSCO
2024-01-02 14:30:00+00:00,186.1898956298828,368.29998779296875,137.125,148.6898956298828,341.57000732421875,47.66699981689453,249.61000061035156,580.1400146484375,48.307701110839844,50.70500183105469
2024-01-02 15:30:00+00:00,186.80499267578125,369.9700012207031,137.49009704589844,149.96009826660156,344.0213928222656,48.11602020263672,250.0,580.25,48.18989944458008,50.630001068115234
2024-01-02 16:30:00+00:00,186.61500549316406,370.47698974609375,137.84500122070312,149.87660217285156,345.2200012207031,48.10852813720703,248.35000610351562,579.0700073242188,48.1150016784668,50.58380126953125
2024-01-02 17:30:00+00:00,185.2949981689453,369.6300048828125,137.94500732421875,149.84010314941406,344.17999267578125,48.185997009277344,248.35169982910156,579.114990234375,48.165000915527344,50.560001373291016
2024-01-02 18:30:00+00:00,184.4949951171875,369.54998779296875,137.7050018310547,149.60499572753906,344.2200012207031,48.1879997253418,248.13720703125,580.9099731445312,47.834999084472656,50.470001220703125
2024-01-02 19:30:00+00:00,184.4199981689453,369.32000732421875,137.58999633789062,149.31500244140625,344.54998779296875,47.88399887084961,246.77999877929688,578.3099975585938,47.494998931884766,50.314998626708984
2024-01-02 20:30:00+00:00,185.52499389648438,370.7300109863281,138.19000244140625,149.94000244140625,346.25,48.185001373291016,248.39999389648438,580.3800048828125,47.81999969482422,50.529998779296875
2024-01-03 14:30:00+00:00,183.9586944580078,372.1000061035156,138.1199951171875,150.00999450683594,345.0400085449219,47.49448776245117,237.93389892578125,572.8300170898438,47.21500015258789,50.18000030517578
2024-01-03 15:30:00+00:00,184.1999969482422,371.8699951171875,138.66000366210938,149.9949951171875,345.6700134277344,47.751502990722656,239.04010009765625,572.9450073242188,47.06999969482422,50.224998474121094
2024-01-03 16:30:00+00:00,183.92999267578125,371.7099914550781,138.85000610351562,149.6300048828125,345.17999267578125,47.773990631103516,240.45860290527344,572.1099853515625,47.040000915527344,50.34000015258789
2024-01-03 17:30:00+00:00,184.4730987548828,371.57000732421875,139.1300048828125,149.64500427246094,345.0215148925781,47.62432861328125,240.1658935546875,571.8150024414062,47.1349983215332,50.474998474121094
2024-01-03 18:30:00+00:00,184.74000549316406,372.10198974609375,139.5,149.69000244140625,346.8349914550781,47.69300079345703,241.2530059814453,574.0800170898438,47.16999816894531,50.63999938964844
2024-01-03 19:30:00+00:00,184.38999938964844,371.2749938964844,139.33999633789062,148.99000549316406,345.19500732421875,47.652000427246094,239.25010681152344,572.3134155273438,47.125,50.52000045776367
2024-01-03 20:30:00+00:00,184.25,370.6000061035156,138.9199981689453,148.4199981689453,344.5400085449219,47.56999969482422,238.4199981689453,571.5499877929688,47.060001373291016,50.52000045776367
2024-01-04 14:30:00+00:00,181.67999267578125,371.94000244140625,138.38499450683594,146.05039978027344,344.80999755859375,47.95499801635742,240.47500610351562,570.2390747070312,46.79059982299805,50.099998474121094
2024-01-04 15:30:00+00:00,182.125,372.1070861816406,138.69000244140625,146.79989624023438,346.5799865722656,48.305660247802734,241.7449951171875,570.25,47.025001525878906,50.19499969482422
2024-01-04 16:30:00+00:00,182.13999938964844,370.9750061035156,138.0850067138672,146.1385040283203,347.239990234375,48.26900100708008,241.1999969482422,569.3099975585938,46.86989974975586,50.29499816894531
2024-01-04 17:30:00+00:00,182.9149932861328,370.6000061035156,137.6300048828125,145.61500549316406,347.5,48.279998779296875,241.1699981689453,570.1300048828125,46.81999969482422,50.30500030517578
2024-01-04 18:30:00+00:00,182.5,370.0849914550781,136.8800048828125,145.25,346.79998779296875,48.14400100708008,239.0500946044922,568.3800048828125,46.79499816894531,50.2400016784668
