Date,BIIB,AMGN,GILD,VRTX,REGN,ILMN,BIO,QGEN,ARKG,XBI
2024-01-02 14:30:00+00:00,265.9800109863281,297.42999267578125,83.32599639892578,408.94000244140625,899.1799926757812,134.9270477294922,328.885009765625,43.70500183105469,33.540000915527344,91.30999755859375
2024-01-02 15:30:00+00:00,264.9849853515625,299.4700012207031,83.12999725341797,408.9700012207031,896.52001953125,134.6546630859375,328.25,43.54999923706055,33.44499969482422,90.90989685058594
2024-01-02 16:30:00+00:00,266.5350036621094,299.6000061035156,83.50499725341797,411.55499267578125,902.7000122070312,135.4474639892578,328.9599914550781,43.64500045776367,33.59000015258789,90.92500305175781
2024-01-02 17:30:00+00:00,266.2449951171875,298.70001220703125,83.30000305175781,411.69000244140625,900.0800170898438,135.06809997558594,327.95001220703125,43.630001068115234,33.3400993347168,90.5999984741211
2024-01-02 18:30:00+00:00,266.2799987792969,298.0299987792969,82.91999816894531,410.82000732421875,901.375,133.43385314941406,328.84490966796875,43.595001220703125,32.779998779296875,90.20999908447266
2024-01-02 19:30:00+00:00,266.135009765625,296.2300109863281,82.98999786376953,410.3949890136719,900.0549926757812,133.88131713867188,327.1499938964844,43.61000061035156,32.55390167236328,89.76000213623047
2024-01-02 20:30:00+00:00,267.7099914550781,297.3999938964844,83.26000213623047,410.8999938964844,905.2899780273438,133.8618621826172,328.2200012207031,43.650001525878906,32.7400016784668,90.20999908447266
2024-01-03 14:30:00+00:00,264.5,301.17999267578125,83.81999969482422,412.010009765625,911.5999755859375,126.48832702636719,318.7049865722656,43.060001373291016,31.389999389648438,89.13999938964844
2024-01-03 15:30:00+00:00,266.260009765625,300.79998779296875,84.0,411.1000061035156,918.2650146484375,126.82392883300781,318.5950012207031,42.974998474121094,31.450000762939453,89.16000366210938
2024-01-03 16:30:00+00:00,265.43499755859375,299.95001220703125,83.94000244140625,409.7200012207031,917.9249877929688,126.54183959960938,318.7749938964844,42.974998474121094,31.309999465942383,88.875
2024-01-03 17:30:00+00:00,266.3299865722656,300.989990234375,83.91000366210938,408.82000732421875,922.3099975585938,128.12257385253906,321.1099853515625,43.095001220703125,31.553300857543945,89.08999633789062
2024-01-03 18:30:00+00:00,266.57501220703125,302.9599914550781,83.85910034179688,409.2850036621094,923.0,128.83755493164062,322.9599914550781,43.21500015258789,31.530000686645508,89.1500015258789
2024-01-03 19:30:00+00:00,263.927490234375,301.010009765625,83.4000015258789,409.4200134277344,916.0399780273438,126.27432250976562,319.0899963378906,43.04499816894531,31.0,87.80999755859375
2024-01-03 20:30:00+00:00,263.42999267578125,300.69000244140625,83.47000122070312,410.54998779296875,917.9500122070312,126.72179412841797,318.989990234375,43.20000076293945,31.18000030517578,88.18000030517578
2024-01-04 14:30:00+00:00,261.69500732421875,301.9700012207031,83.88500213623047,415.6400146484375,918.2999877929688,125.96304321289062,319.3900146484375,43.36000061035156,31.030000686645508,88.22000122070312
2024-01-04 15:30:00+00:00,260.8399963378906,304.6499938964844,84.37000274658203,418.2149963378906,920.8099975585938,128.064208984375,318.7149963378906,43.415000915527344,31.43000030517578,88.87999725341797
